Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,PlacementStatus,IsAnomaly
Male,Mumbai,Tier2,Mechanical,DataScience,Yes,No,4.6,46.1,0,0,0.0,0,0,26.9,1.99,,25.9,No,0,0
Male,Bangalore,Tier1,Mechanical,AI,Yes,No,7.17,69.3,1,2,0.0,2,1,56.8,6.35,54.8,52.0,Yes,1,0
Female,Delhi,Tier2,Mechanical,DataScience,Yes,No,7.6,78.4,1,3,1.0,3,0,61.0,6.54,60.2,67.2,No,1,0
Female,Pune,Tier3,ECE,AI,No,No,7.52,76.3,2,2,3.0,2,1,63.1,6.3,67.7,59.2,Yes,1,0
Female,Kolkata,Tier1,ECE,DataScience,Yes,No,6.03,65.3,0,1,1.0,1,0,54.9,4.95,44.3,52.8,No,0,0
Female,Hyderabad,Tier3,IT,Embedded,No,No,6.18,68.8,0,1,1.0,2,0,48.6,5.31,39.9,43.4,Yes,0,0
Female,Delhi,Tier2,ECE,Embedded,No,Yes,6.64,75.9,1,2,1.0,2,0,57.2,6.0,45.4,,Yes,0,0
Male,Ahmedabad,Tier2,CS,AI,No,No,7.72,75.1,2,2,4.0,3,0,73.8,7.29,74.0,76.9,No,1,0
Male,Jaipur,Tier2,Mechanical,Networking,Yes,No,8.0,85.5,2,5,3.0,4,1,79.0,7.76,72.5,72.3,Yes,1,0
Male,Hyderabad,Tier2,IT,Embedded,No,No,6.76,72.6,2,3,2.0,2,0,65.8,5.38,50.1,49.3,No,0,0
Female,Hyderabad,Tier1,ECE,AI,Yes,No,6.83,77.1,1,3,,1,0,58.2,6.42,52.7,52.3,Yes,0,0
Female,Delhi,Tier1,Mechanical,Networking,No,No,5.72,64.5,0,1,0.0,1,0,39.7,,34.8,43.9,No,0,0
Male,Bangalore,Tier2,Civil,Networking,No,No,6.51,69.1,1,2,0.0,1,0,49.6,5.93,,56.6,Yes,1,0
Male,Ahmedabad,Tier1,CS,Networking,No,Yes,7.25,66.0,2,3,,2,0,51.6,5.96,58.8,73.6,No,0,0
Male,Pune,Tier2,CS,DataScience,Yes,No,5.5,64.4,0,0,,0,0,,,30.4,36.5,No,0,0
Female,Pune,Tier2,EE,Embedded,No,No,7.17,73.9,1,4,,3,0,70.1,6.1,59.8,58.0,Yes,1,0
Male,Mumbai,Tier2,IT,Networking,Yes,No,8.56,86.6,1,3,3.0,5,1,78.8,9.09,100.0,90.4,No,1,0
Male,Mumbai,Tier2,CS,AI,Yes,No,7.75,74.4,1,2,2.0,3,1,65.4,,62.2,73.6,No,0,0
Male,Bangalore,Tier2,ECE,AI,No,Yes,5.72,62.8,0,1,0.0,1,0,45.5,4.85,35.5,35.8,Yes,0,0
Male,Mumbai,Tier3,CS,Networking,Yes,No,6.11,72.6,0,2,0.0,1,0,49.6,4.9,35.9,46.9,No,0,0
Male,Jaipur,Tier2,EE,Embedded,No,No,8.07,90.4,2,4,2.0,3,1,71.0,7.16,85.5,74.0,Yes,1,0
Male,Hyderabad,Tier2,Mechanical,AI,No,No,7.6,76.7,2,4,3.0,3,1,75.7,7.19,70.6,65.3,No,1,0
Male,Pune,Tier1,ECE,AI,Yes,Yes,7.32,79.7,2,2,1.0,2,1,54.4,5.93,66.6,,No,0,0
Male,Hyderabad,Tier3,Mechanical,AI,No,Yes,6.17,57.2,0,0,0.0,0,0,57.7,,42.5,55.7,Yes,0,0
Male,Ahmedabad,Tier2,ECE,Embedded,No,No,7.49,70.2,3,3,2.0,3,0,66.2,6.67,67.5,67.3,No,1,0
Male,Pune,Tier1,CS,Embedded,No,No,6.25,72.6,0,2,1.0,0,0,53.3,5.12,,53.5,No,0,0
Male,Chennai,Tier2,IT,Networking,No,No,5.65,63.2,0,1,0.0,0,0,34.6,2.6,27.0,35.2,No,0,1
Female,Pune,Tier2,EE,Embedded,No,No,7.62,72.1,2,4,2.0,1,0,,7.06,69.0,63.8,No,0,0
Male,Bangalore,Tier2,CS,DataScience,No,No,9.35,95.1,3,8,5.0,5,1,92.5,9.56,,81.7,No,1,0
Male,Pune,Tier2,IT,Networking,No,No,8.25,86.3,2,4,2.0,4,2,74.8,7.9,66.0,82.0,Yes,1,0
Male,Kolkata,Tier1,Mechanical,DataScience,Yes,Yes,7.41,83.1,0,3,2.0,1,1,67.8,7.08,68.3,,Yes,1,0
Male,Pune,Tier2,ECE,DataScience,Yes,Yes,7.77,78.9,1,2,2.0,0,0,74.8,5.79,,69.6,No,0,0
Male,Kolkata,Tier2,CS,Embedded,Yes,No,6.86,69.2,1,1,1.0,3,0,,4.96,56.4,68.1,No,1,0
Male,Jaipur,Tier2,EE,DataScience,No,No,6.52,62.5,0,2,,0,0,,5.48,49.4,46.5,Yes,0,0
Female,Pune,Tier1,CS,Embedded,No,Yes,6.64,70.4,1,2,1.0,2,0,,5.97,39.1,64.0,Yes,0,0
Male,Kolkata,Tier1,IT,Embedded,No,No,9.02,94.5,2,3,4.0,5,1,97.6,10.0,93.9,89.7,Yes,1,0
Male,Ahmedabad,Tier2,ECE,Embedded,Yes,No,5.69,62.8,1,0,0.0,1,0,50.2,3.17,29.1,27.6,Yes,0,0
Male,Kolkata,Tier3,ECE,AI,No,Yes,7.05,66.0,0,3,2.0,1,1,57.9,7.5,60.1,66.2,No,1,0
Male,Ahmedabad,Tier2,CS,AI,No,No,7.51,75.9,1,2,3.0,2,0,65.0,7.58,69.7,66.6,Yes,1,0
Male,Bangalore,Tier3,ECE,DataScience,Yes,No,7.33,82.2,0,2,3.0,3,1,,6.65,66.1,75.0,Yes,1,0
Female,Chennai,Tier3,IT,AI,No,No,7.05,73.9,0,2,1.0,2,0,56.8,,52.1,64.6,Yes,0,0
Female,Kolkata,Tier3,EE,AI,Yes,No,7.78,74.4,1,2,3.0,4,1,68.9,7.47,65.7,69.4,No,1,0
Male,Bangalore,Tier2,Mechanical,DataScience,No,No,8.74,93.3,2,4,4.0,5,2,80.7,8.93,74.6,90.4,No,1,0
Male,Jaipur,Tier2,IT,AI,Yes,No,8.18,91.3,1,5,4.0,4,1,85.7,8.64,73.7,80.7,Yes,1,0
Male,Jaipur,Tier2,ECE,AI,No,No,9.42,86.7,2,4,5.0,7,2,,9.59,90.8,98.0,No,1,0
Male,Pune,Tier1,ECE,Embedded,No,No,7.58,79.0,2,3,1.0,2,0,56.6,6.37,68.2,75.8,Yes,1,0
Female,Bangalore,Tier1,Mechanical,DataScience,Yes,Yes,6.56,74.4,1,2,0.0,0,1,52.4,5.8,44.7,47.0,No,0,0
Male,Delhi,Tier3,IT,Embedded,No,No,8.83,89.4,2,4,5.0,4,2,94.3,8.92,,,No,1,0
Male,Hyderabad,Tier2,ECE,AI,Yes,No,7.83,77.6,0,3,1.0,2,1,61.8,6.44,63.9,71.1,Yes,0,0
Female,Delhi,Tier3,Mechanical,AI,Yes,No,5.9,59.7,0,2,0.0,1,0,50.6,,19.1,42.6,No,0,0
Male,Chennai,Tier1,ECE,AI,No,No,8.91,84.8,3,5,4.0,4,1,88.9,9.12,93.0,91.5,No,1,0
Male,Delhi,Tier2,CS,DataScience,No,No,7.03,78.3,1,2,,1,0,63.7,5.42,52.9,60.5,Yes,0,0
Female,Pune,Tier1,CS,AI,Yes,No,6.21,62.0,0,0,1.0,1,0,44.3,4.77,38.4,43.9,Yes,0,0
Male,Kolkata,Tier3,CS,AI,No,Yes,7.64,71.0,2,4,,3,1,67.4,6.75,53.0,64.8,Yes,1,0
Male,Pune,Tier2,EE,AI,Yes,Yes,6.52,65.0,0,1,1.0,0,0,56.3,5.51,44.2,57.5,No,0,0
Male,Mumbai,Tier3,CS,DataScience,No,No,7.4,75.8,1,4,3.0,2,1,55.0,6.68,66.9,64.3,Yes,1,0
Female,Hyderabad,Tier3,IT,DataScience,No,No,8.23,87.4,2,3,4.0,3,1,,7.89,71.9,80.1,Yes,1,0
Male,Chennai,Tier1,IT,AI,No,No,6.88,69.8,0,3,1.0,1,0,59.0,5.36,45.7,67.3,No,0,0
Male,Ahmedabad,Tier2,CS,DataScience,Yes,No,6.63,72.9,2,1,1.0,2,0,50.1,5.67,45.9,65.0,No,0,0
Male,Chennai,Tier2,Mechanical,Embedded,No,No,7.34,74.2,1,3,3.0,1,0,57.2,6.33,50.8,61.0,No,1,0
Male,Hyderabad,Tier3,IT,AI,Yes,No,6.9,67.1,0,2,1.0,1,0,66.7,5.53,52.1,73.2,No,0,1
Female,Bangalore,Tier3,CS,AI,Yes,No,5.54,56.8,0,0,0.0,0,0,48.4,3.67,12.7,43.2,Yes,0,0
Male,Delhi,Tier2,EE,Networking,Yes,No,6.24,67.6,0,1,1.0,0,0,48.4,5.39,42.9,52.9,Yes,0,0
Male,Chennai,Tier2,IT,DataScience,Yes,Yes,7.8,88.3,1,4,2.0,3,1,75.6,7.5,60.5,76.7,No,1,0
Female,Delhi,Tier3,CS,DataScience,No,No,7.01,74.8,0,3,2.0,2,0,61.5,6.77,60.3,65.1,No,0,0
Female,Jaipur,Tier2,ECE,AI,No,No,7.96,77.4,2,3,,3,0,68.9,7.04,63.2,81.8,Yes,1,0
Male,Pune,Tier1,EE,DataScience,Yes,No,6.89,68.4,1,2,2.0,1,0,50.6,5.69,49.3,57.1,No,0,0
Female,Mumbai,Tier1,CS,DataScience,No,No,8.19,81.8,2,3,2.0,3,2,79.3,7.33,84.7,76.0,No,1,0
Female,Chennai,Tier2,CS,Embedded,Yes,No,6.35,68.4,0,2,0.0,1,0,56.5,,62.2,51.9,Yes,1,0
Male,Delhi,Tier1,ECE,Networking,Yes,No,6.04,65.2,0,2,0.0,0,0,49.0,4.46,35.2,52.2,No,0,0
Female,Hyderabad,Tier3,CS,Embedded,No,No,7.47,81.1,1,4,3.0,3,1,66.2,7.79,57.4,62.6,Yes,1,0
Female,Hyderabad,Tier2,CS,DataScience,No,Yes,7.57,72.4,0,2,2.0,4,1,72.4,6.17,60.1,,No,1,0
Male,Delhi,Tier3,CS,Networking,No,No,7.79,79.7,2,2,4.0,3,0,67.6,8.5,76.8,80.4,Yes,1,0
Female,Kolkata,Tier3,CS,Networking,No,No,7.51,82.4,0,3,1.0,2,0,72.7,6.81,63.0,75.1,Yes,1,0
Male,Hyderabad,Tier2,IT,Networking,Yes,No,6.59,63.6,0,2,2.0,2,0,60.3,5.27,54.0,,Yes,0,0
Female,Hyderabad,Tier3,ECE,Networking,Yes,Yes,5.21,54.5,0,0,0.0,0,0,38.6,3.74,17.9,42.4,Yes,0,0
Female,Delhi,Tier2,ECE,Networking,Yes,No,6.51,53.5,0,1,2.0,1,0,55.4,5.48,48.6,47.4,No,0,0
Male,Bangalore,Tier2,Mechanical,Networking,Yes,No,8.06,86.9,2,2,3.0,4,1,88.1,7.86,76.6,87.2,No,1,0
Female,Jaipur,Tier1,ECE,DataScience,Yes,No,7.95,84.0,2,3,2.0,4,1,80.5,6.94,72.6,80.4,No,1,0
Male,Mumbai,Tier1,Mechanical,Embedded,No,Yes,6.78,78.3,1,0,,2,0,54.3,5.39,34.4,65.6,Yes,0,0
Female,Bangalore,Tier3,EE,DataScience,No,No,8.08,74.0,2,4,2.0,3,1,71.5,7.55,84.8,75.8,Yes,1,0
Female,Jaipur,Tier3,CS,DataScience,Yes,No,9.01,92.7,3,5,5.0,3,1,88.2,9.67,89.6,95.5,Yes,1,0
Male,Kolkata,Tier2,Civil,Embedded,Yes,Yes,9.8,95.5,3,5,5.0,6,2,100.0,10.0,100.0,100.0,Yes,1,0
Male,Jaipur,Tier2,IT,AI,Yes,No,9.06,93.1,2,6,6.0,3,2,,7.63,92.1,78.0,Yes,1,0
Male,Chennai,Tier1,ECE,AI,No,No,6.38,73.8,1,2,1.0,1,0,54.9,5.2,31.8,55.3,No,0,0
Male,Mumbai,Tier3,Civil,Networking,No,No,7.46,80.6,1,2,3.0,2,1,77.9,7.52,74.3,77.3,Yes,0,0
Male,Ahmedabad,Tier1,IT,Networking,Yes,No,7.95,75.1,2,4,2.0,4,1,80.9,6.83,66.7,,No,1,0
Male,Chennai,Tier1,CS,AI,No,Yes,8.58,82.6,3,5,,4,1,91.0,8.89,81.5,80.4,Yes,1,0
Male,Pune,Tier3,IT,Embedded,Yes,No,8.33,88.7,3,4,5.0,3,1,85.6,,72.6,,No,1,0
Male,Delhi,Tier2,CS,AI,No,No,8.7,80.9,2,4,4.0,4,0,75.4,8.17,,82.8,Yes,1,0
Female,Kolkata,Tier2,CS,AI,No,No,6.63,70.9,0,3,1.0,1,1,56.2,3.82,49.5,,Yes,0,0
Female,Mumbai,Tier2,EE,DataScience,Yes,Yes,8.29,78.3,1,5,2.0,4,1,73.9,,70.1,81.6,No,1,0
Female,Pune,Tier1,Civil,AI,No,No,7.06,70.0,1,2,3.0,3,0,,6.69,47.0,59.0,Yes,0,0
Male,Chennai,Tier2,EE,Networking,No,Yes,6.83,63.6,1,2,2.0,2,1,50.3,6.2,64.8,60.3,Yes,1,0
Female,Delhi,Tier3,Mechanical,AI,No,No,7.14,76.0,2,3,0.0,2,0,61.2,6.62,58.7,59.6,Yes,0,0
Female,Jaipur,Tier2,IT,AI,No,No,7.95,80.0,2,5,3.0,4,1,78.5,7.48,68.0,72.1,No,1,0
Male,Mumbai,Tier2,ECE,DataScience,Yes,No,9.5,100.0,4,6,3.0,6,2,95.2,10.0,100.0,100.0,Yes,1,0
Male,Pune,Tier3,CS,AI,No,Yes,8.74,100.0,3,5,4.0,3,1,84.2,9.62,78.0,97.4,Yes,1,0
Female,Ahmedabad,Tier2,IT,Embedded,Yes,No,8.68,87.2,2,4,4.0,3,1,84.7,8.63,83.4,89.3,No,1,0
Male,Delhi,Tier3,CS,Networking,Yes,No,7.38,75.2,1,2,,3,1,65.7,7.05,69.3,75.2,Yes,0,0
Male,Jaipur,Tier3,EE,AI,No,No,7.26,69.2,2,2,1.0,1,1,56.2,5.88,,55.8,No,0,0
Female,Chennai,Tier3,Mechanical,Embedded,No,Yes,7.77,88.2,1,3,3.0,3,1,72.9,7.06,59.9,71.3,Yes,1,0
Male,Bangalore,Tier2,ECE,Networking,No,Yes,7.38,73.0,2,3,1.0,2,1,66.4,6.91,55.3,,No,0,0
Male,Kolkata,Tier3,CS,Networking,Yes,No,7.05,78.6,1,2,,1,0,,5.81,58.3,,Yes,0,0
Female,Mumbai,Tier3,CS,AI,No,No,7.41,70.4,3,1,4.0,2,0,59.4,6.27,,70.1,Yes,1,0
Female,Hyderabad,Tier3,CS,AI,Yes,No,6.71,61.2,0,0,1.0,1,0,53.5,6.59,44.1,73.7,Yes,0,0
Male,Ahmedabad,Tier2,EE,Embedded,Yes,Yes,6.86,69.1,0,1,1.0,1,0,56.7,6.25,55.9,57.0,Yes,0,1
Female,Delhi,Tier2,IT,DataScience,No,No,5.39,57.3,0,1,0.0,1,0,37.6,3.95,28.0,30.6,No,0,0
Female,Chennai,Tier3,Civil,AI,No,No,6.83,67.1,0,2,1.0,1,0,57.6,4.99,43.5,56.0,Yes,0,0
Male,Chennai,Tier1,EE,AI,Yes,No,6.77,67.2,0,2,2.0,2,0,56.8,5.41,59.8,48.6,Yes,0,0
Female,Delhi,Tier2,EE,DataScience,No,No,6.01,58.7,0,0,0.0,0,0,51.8,3.88,45.1,41.7,Yes,0,0
Male,Delhi,Tier2,CS,AI,No,No,7.55,79.5,1,2,3.0,2,1,67.4,6.39,73.0,63.0,No,0,0
Male,Kolkata,Tier2,IT,Embedded,No,No,5.46,62.1,0,1,0.0,1,0,43.9,3.65,19.6,45.6,No,0,0
Female,Bangalore,Tier2,EE,DataScience,No,Yes,6.16,67.5,0,2,0.0,2,0,55.6,4.26,31.4,52.8,No,0,0
Male,Delhi,Tier1,IT,DataScience,No,No,8.99,93.1,2,4,4.0,3,2,92.1,10.0,80.6,82.0,No,1,0
Female,Ahmedabad,Tier1,ECE,Networking,No,Yes,6.8,76.5,1,0,1.0,0,0,59.1,5.91,39.0,56.0,No,1,0
Female,Hyderabad,Tier3,EE,AI,Yes,No,7.88,84.3,1,3,2.0,3,0,78.4,6.82,77.1,,Yes,1,0
Male,Jaipur,Tier2,IT,Embedded,Yes,No,8.87,92.9,2,4,4.0,6,2,100.0,8.71,69.3,82.4,No,1,0
Female,Mumbai,Tier2,IT,Networking,No,No,7.84,80.4,2,2,3.0,3,1,74.2,7.53,75.5,64.8,No,1,0
Male,Kolkata,Tier1,EE,Embedded,No,Yes,6.37,67.9,1,1,1.0,0,0,61.3,5.2,39.1,42.5,Yes,0,0
Female,Bangalore,Tier2,ECE,AI,No,No,7.97,74.5,2,4,1.0,3,2,81.7,5.97,69.6,72.2,No,1,0
Male,Pune,Tier2,CS,Networking,No,No,8.74,83.1,3,5,5.0,3,1,80.5,8.55,82.7,88.3,Yes,1,0
Female,Mumbai,Tier2,Mechanical,AI,No,No,7.64,70.5,2,3,1.0,4,0,73.6,5.73,57.7,57.3,No,0,0
Male,Chennai,Tier2,ECE,Embedded,Yes,No,7.07,79.3,0,2,1.0,0,0,63.4,6.35,54.6,54.9,Yes,0,0
Male,Kolkata,Tier3,Civil,AI,No,No,7.03,76.6,0,2,2.0,2,0,64.0,6.65,,66.9,No,0,0
Female,Pune,Tier2,IT,DataScience,Yes,Yes,6.88,78.9,1,2,1.0,1,0,59.2,5.35,69.5,48.8,No,1,0
Female,Mumbai,Tier1,ECE,Embedded,No,No,6.31,58.9,0,1,0.0,1,0,37.5,5.03,39.7,42.7,Yes,0,0
Male,Ahmedabad,Tier3,ECE,DataScience,Yes,No,8.52,91.5,2,4,3.0,4,1,85.7,8.53,80.4,,Yes,1,0
Female,Bangalore,Tier1,Mechanical,DataScience,Yes,No,7.52,79.8,1,4,2.0,4,2,,6.68,67.2,,Yes,1,0
Female,Delhi,Tier2,Civil,Embedded,No,No,7.38,79.0,2,3,3.0,3,0,68.7,6.06,60.5,66.8,Yes,1,1
Male,Hyderabad,Tier2,ECE,AI,Yes,No,5.9,56.9,2,0,,0,0,43.3,4.1,30.4,,Yes,0,0
Male,Ahmedabad,Tier2,ECE,Networking,No,Yes,6.59,68.5,0,1,2.0,3,0,56.9,,42.7,50.5,No,0,0
Male,Hyderabad,Tier1,ECE,DataScience,No,No,6.79,74.5,2,1,1.0,2,0,48.9,6.75,51.3,50.0,No,0,0
Female,Ahmedabad,Tier2,CS,Embedded,Yes,No,8.55,88.8,3,4,3.0,4,1,92.4,8.2,81.4,79.7,No,0,0
Male,Mumbai,Tier2,Mechanical,Networking,Yes,No,6.96,70.3,1,3,1.0,0,1,61.1,5.82,45.9,72.0,Yes,0,0
Male,Delhi,Tier2,CS,DataScience,Yes,No,5.95,59.7,0,1,1.0,1,0,44.5,4.34,42.8,41.1,No,0,0
Male,Pune,Tier2,Mechanical,DataScience,Yes,No,7.75,75.1,2,3,3.0,3,1,62.0,7.5,76.9,73.7,No,1,0
Female,Chennai,Tier2,Mechanical,DataScience,Yes,No,8.09,88.3,2,4,,4,1,74.0,,76.3,73.8,No,1,0
Male,Jaipur,Tier3,Civil,Networking,No,No,5.41,51.5,0,1,0.0,0,0,43.5,4.5,26.6,32.3,No,0,0
Female,Kolkata,Tier2,IT,AI,No,No,5.15,58.4,0,0,0.0,0,0,38.2,3.47,23.8,36.6,Yes,0,0
Male,Chennai,Tier2,ECE,Embedded,No,No,9.7,100.0,2,6,6.0,6,2,96.7,10.0,100.0,100.0,Yes,1,0
Female,Hyderabad,Tier3,Civil,AI,No,No,6.7,71.6,2,2,2.0,1,0,49.6,5.92,46.0,50.3,No,0,0
Male,Bangalore,Tier2,IT,DataScience,Yes,No,7.12,67.6,1,2,2.0,1,0,53.5,4.69,40.3,,No,1,0
Male,Pune,Tier1,CS,AI,No,No,4.93,57.6,0,0,0.0,0,0,37.7,2.03,28.3,28.4,No,0,0
Female,Mumbai,Tier1,CS,Networking,No,No,6.65,67.3,1,1,1.0,2,0,57.4,5.39,46.5,62.1,Yes,0,0
Female,Ahmedabad,Tier2,CS,AI,No,Yes,7.41,62.8,2,2,,2,0,72.1,6.5,62.8,69.7,Yes,1,0
Male,Mumbai,Tier1,IT,Networking,No,Yes,8.15,75.3,2,3,2.0,3,1,78.4,6.07,,68.4,No,1,0
Male,Pune,Tier3,EE,AI,Yes,Yes,5.22,51.5,0,0,0.0,0,0,36.1,3.07,18.2,32.5,Yes,0,0
Female,Hyderabad,Tier1,IT,DataScience,Yes,Yes,6.82,64.5,2,0,1.0,2,1,,6.35,53.6,,Yes,1,0
Female,Ahmedabad,Tier2,EE,DataScience,Yes,No,8.1,87.3,2,5,3.0,3,2,89.8,6.75,81.2,86.3,No,0,0
Male,Kolkata,Tier2,CS,DataScience,Yes,Yes,7.54,76.5,1,2,2.0,3,0,65.0,7.39,72.9,,Yes,1,0
Male,Chennai,Tier3,IT,Embedded,Yes,No,7.4,75.2,1,4,2.0,1,1,,7.23,,70.8,No,0,0
Female,Jaipur,Tier1,CS,Networking,Yes,No,6.89,80.0,1,3,2.0,1,1,51.3,6.58,43.9,59.7,Yes,0,0
Female,Delhi,Tier2,EE,DataScience,Yes,No,8.27,89.5,1,5,2.0,5,2,75.7,7.62,73.4,68.1,No,1,0
Female,Jaipur,Tier2,EE,Networking,No,Yes,5.1,45.7,0,0,0.0,0,0,23.9,3.6,27.1,33.4,No,1,1
Male,Kolkata,Tier2,EE,DataScience,Yes,No,5.57,58.2,0,0,0.0,0,0,44.4,3.87,19.1,39.2,No,0,0
Male,Delhi,Tier2,CS,DataScience,Yes,No,7.89,81.2,1,3,4.0,3,1,79.7,,66.1,71.7,No,1,0
Female,Kolkata,Tier1,Mechanical,AI,No,Yes,7.36,82.6,2,2,1.0,3,0,68.0,7.05,67.9,73.0,No,1,0
Female,Hyderabad,Tier3,EE,AI,No,No,7.66,75.5,1,3,3.0,1,0,70.9,,66.0,58.1,Yes,0,0
Female,Mumbai,Tier3,Mechanical,DataScience,No,No,6.95,66.5,0,1,3.0,3,0,59.3,4.84,44.8,45.2,Yes,0,0
Male,Delhi,Tier1,Mechanical,DataScience,Yes,No,8.16,90.9,1,4,5.0,4,1,78.9,7.34,,70.6,No,1,0
Male,Bangalore,Tier2,EE,Networking,Yes,Yes,6.85,77.2,1,2,2.0,1,0,61.1,6.3,55.2,59.8,Yes,0,0
Female,Bangalore,Tier2,EE,AI,No,No,7.27,83.2,1,3,3.0,3,0,65.1,5.45,75.2,64.2,Yes,1,0
Male,Chennai,Tier1,EE,AI,Yes,No,6.08,61.2,0,1,1.0,0,0,54.1,4.13,42.0,55.0,Yes,0,0
Female,Ahmedabad,Tier2,EE,DataScience,Yes,No,6.73,76.1,0,2,1.0,0,0,58.6,5.32,60.0,50.4,No,0,0
Male,Chennai,Tier1,IT,DataScience,Yes,Yes,7.24,74.0,1,3,0.0,0,1,58.1,5.92,,65.8,No,0,0
Female,Hyderabad,Tier2,EE,AI,No,No,6.21,69.7,0,2,2.0,2,0,56.3,5.11,38.1,46.8,No,0,0
Female,Pune,Tier1,Mechanical,Networking,No,No,6.9,70.3,1,2,,1,0,54.6,6.15,51.2,49.5,No,0,0
Male,Chennai,Tier2,IT,Networking,No,Yes,8.25,82.1,1,5,3.0,4,1,,8.48,80.3,76.4,No,1,0
Male,Chennai,Tier2,IT,Networking,Yes,No,5.84,61.2,0,0,1.0,1,0,43.5,4.71,23.2,39.6,No,0,0
Female,Bangalore,Tier1,IT,Embedded,No,No,9.26,92.2,3,5,5.0,5,2,93.6,9.48,92.3,99.4,Yes,1,0
Female,Hyderabad,Tier2,EE,Embedded,Yes,Yes,7.77,73.0,1,2,2.0,3,1,62.5,7.54,54.9,,No,0,0
Male,Delhi,Tier2,EE,Networking,No,No,6.64,68.5,1,1,2.0,3,0,41.9,5.94,52.2,54.7,No,0,0
Female,Kolkata,Tier2,EE,AI,Yes,No,8.46,92.4,2,3,5.0,4,2,77.9,8.51,72.5,90.5,No,1,0
Female,Delhi,Tier3,CS,Networking,No,No,7.59,66.0,2,4,3.0,3,1,70.0,6.94,58.2,58.7,No,1,0
Male,Jaipur,Tier2,Civil,DataScience,No,No,7.41,72.6,1,2,2.0,3,0,70.4,5.86,61.8,,Yes,0,0
Male,Hyderabad,Tier2,CS,DataScience,No,No,7.33,80.1,1,2,1.0,2,0,66.7,,80.3,72.0,No,0,0
Male,Jaipur,Tier3,IT,AI,No,No,7.9,84.5,1,4,3.0,4,0,68.8,7.78,75.5,75.3,No,1,0
Male,Mumbai,Tier2,ECE,Networking,Yes,No,7.63,77.8,2,3,,3,0,68.2,6.87,78.9,69.2,No,1,0
Male,Jaipur,Tier2,ECE,AI,No,Yes,6.18,62.3,0,2,2.0,0,0,48.5,4.71,45.3,46.2,Yes,1,0
Male,Jaipur,Tier2,CS,AI,No,No,6.61,73.6,2,1,2.0,1,0,57.7,5.89,45.8,45.3,No,0,0
Female,Kolkata,Tier2,IT,DataScience,Yes,No,6.98,70.9,1,1,1.0,3,0,59.7,6.31,50.4,60.3,No,0,0
Male,Ahmedabad,Tier2,Mechanical,AI,No,Yes,7.29,69.1,0,2,2.0,3,0,53.8,6.87,63.7,,No,0,0
Female,Jaipur,Tier2,ECE,Networking,No,No,7.8,74.7,1,3,2.0,3,0,63.5,7.93,68.9,62.8,Yes,1,0
Male,Pune,Tier1,Civil,Networking,Yes,Yes,8.34,73.7,3,3,2.0,4,1,,7.79,,81.1,No,0,0
Male,Hyderabad,Tier3,ECE,AI,No,Yes,5.7,61.6,0,3,0.0,1,0,40.6,4.86,53.0,41.0,No,0,0
Female,Hyderabad,Tier3,IT,Embedded,No,No,7.1,61.0,2,2,2.0,3,0,69.8,5.81,47.2,67.6,Yes,1,0
Female,Mumbai,Tier3,EE,Networking,No,No,7.78,83.4,2,5,2.0,2,1,73.6,6.86,87.9,77.0,Yes,1,0
Male,Mumbai,Tier2,ECE,Embedded,No,No,7.43,78.5,1,2,2.0,3,1,72.7,7.0,51.8,65.9,Yes,0,0
Male,Mumbai,Tier1,ECE,DataScience,Yes,No,7.53,85.8,2,2,3.0,3,1,64.2,8.11,70.8,78.3,No,1,0
Male,Delhi,Tier2,IT,DataScience,No,No,7.02,70.9,2,3,3.0,4,0,57.6,6.82,64.6,57.4,No,0,0
Male,Delhi,Tier3,IT,Networking,Yes,No,7.12,76.0,2,2,,3,0,63.9,6.19,70.5,68.6,No,0,0
Male,Pune,Tier3,CS,AI,No,No,7.35,67.8,2,3,3.0,2,1,71.6,6.59,61.9,,No,1,0
Male,Pune,Tier3,IT,Embedded,No,Yes,8.43,81.8,2,5,2.0,3,1,80.7,8.2,84.0,84.2,Yes,1,0
Male,Hyderabad,Tier2,CS,AI,No,No,7.09,77.2,1,2,4.0,2,0,64.8,6.74,54.9,58.3,No,1,0
Male,Jaipur,Tier2,Civil,Embedded,No,No,6.55,69.1,0,1,1.0,1,0,53.2,5.85,37.3,62.0,No,0,0
Female,Delhi,Tier2,IT,Networking,No,Yes,7.93,77.0,2,3,4.0,4,1,69.5,7.8,85.7,75.4,No,1,0
Female,Bangalore,Tier2,Civil,AI,Yes,No,6.08,60.3,0,0,1.0,0,0,50.0,5.15,38.9,47.1,Yes,0,0
Male,Kolkata,Tier2,ECE,DataScience,Yes,No,6.07,60.8,1,0,0.0,1,0,54.0,5.21,30.1,42.3,No,0,0
Male,Pune,Tier2,CS,AI,Yes,No,9.76,98.0,3,5,5.0,6,2,100.0,10.0,87.2,94.0,Yes,1,0
Male,Kolkata,Tier2,EE,DataScience,No,No,8.56,85.4,2,4,3.0,5,1,77.8,7.95,,88.7,Yes,1,0
Male,Kolkata,Tier3,ECE,AI,No,No,7.2,84.0,2,3,2.0,3,1,68.2,7.01,64.6,64.2,Yes,1,0
